review,num_stars
"Always wanted to try the mochi waffles here, and I must say that it's definitely different compared to other shops that does it!
The mochi waffles ($8.50) were really soft and floppy, which is different from the other ice cream shops that do it crispy. However, you do get alot of mochi in each waffle, giving it a satisfying chewiness that was still inviting! The rich taste of butter is definitely strong in this one. Doughy waffle lovers will definitely enjoy this!
Their gelatos ($8.50 for double scoop) were pretty decent as well. Both the Matcha and Houjicha flavours were not too sweet and I could taste the tea flavours well. However, I do prefer their Houjicha more, as the earthy notes were much stronger.
Definitely a dessert choice when you are in Suntec City!",4
"Been a long time since I've eaten at this restaurant, and the quality is still pretty good! Here are the dishes I've tried:
1️⃣ C&C&C&C&C Pasta ($25.90 for main size) - yes their pasta name is interesting, but basically its filled with ingredients starting with C. This cold dish boasts of creamy seafood flavours coming from the crabmeat and lobster bisque! Pretty decent dish that is worth a try.
2️⃣ ""Hainanese"" Pork Tomahawk ($32.90) - I was surprised how meaty yet tender the pork cutlet was! The sauce that it's drenched in definitely reminds me of Hainanese chicken rice chilli, and the addition of fruit jam definitely made it interesting. It does not get too surfeiting because of that! However, there is still a slight pork smell that some may not like.
3️⃣ Waffles & Roe ($9) - an interesting dish, with deep earthy flavours coming from the waffles and seafood savoury punch from the ikura roe. This is a mix of sweet and savoury flavours that will open up your palette!
With their menu changing every 4 months, you can see the innovative elements in their dishes. Will be back to try more dishes next time!",4
"Old Airport Road Food Centre is home to many famous hawker stalls and we were so satisfied with everything that we ordered!
1️⃣Oyster Omelette ($8 medium portion) from Famous Old Airport Road Oyster: Now this is one oyster omelette you have to try. Without using any flour, their oyster omelette is full of egg and I love how some parts were crispy! Their oysters were fresh, plump and succulent, perfect with tangy chilli.
2️⃣Black Char Kway Teow ($5) from Lao Fu Zi Fried Kway Teow: this is a long time favourite among many of the people living around the area. I like how their kway teow noodles were cooked perfectly, as they were still springy! Definitely a decent plate, with fresh cockles and a right balance of sweet and savoury.
3️⃣Spicy Lala Kalguksu ($8) from Wooga Jjajang: one of the newer additions to this hawker centre, their Kalguksu really hit the spot. With just the right amount of spiciness, coupled with a flavourful seafood broth, this is one bowl to get when it rains! The noodles were very springy and there was such a generous amount of clams given!
4️⃣Durian Chendol ($3.50) from Nyonya Chendol: Looking at how thick the gula melaka is, I know this is going to be a good bowl. With a good balance of sweet and savoury, this bowl shouts rich flavours from the thick coconut milk and gula melaka. The durian portion was also generous and it was very fragrant. Perfect end to the meal!",5
"If you are looking for a place with decent food and drinks, Cali Bar is one place to consider! We ordered a couple of dishes and here are some of my favourites:
Kurobuta Pork Loin Fajitas ($30) - this was the crowd favourite, due to the flavourful and rather tender meat, the smoky onion slices and guacamole that you can assemble in a wrap! Definitely 1 good fajitas that is good to share!
Baby Back Ribs ($36) - the ribs itself may be rather small, but it was tender and flavourful. The fries were even better. Light, crispy and fluffy, I think I can eat a whole bowl without a problem!
Baked Cheesy Nachos ($18) - this is one addictive snack. Crispy nachos with cheese, guacamole, salsa and jalapeno, this is one sharing dish that is great with beers!
If you are working around the area, this is one place to consider for after work drinks. Do note that it can be rather expensive, but I guess it's how it is in the Rochester area! Thank you @scalemicroinfluencers for the invite and @cali.singapore for the food!",4
"This fish soup stall does fish soup very differently compared to other establishments, and I must say that their rendition is absolutely amazing!
You have to get their black and white ee mian ($7/10), especially their large portion which comes with an abundant amount of sliced fish and fried fish. It may be quite expensive, but this bowl is worth the treat!
The broth itself is very unique as not only do you taste the deep savoury fish umami notes, you can taste a strong flavour of bay leaves as well! The bay leaves provided an extra aroma which is greatly appreciated. The sliced fish slices were also rather thick and bouncy which says alot about their freshness!
Their fried fish slices are a speciality here, as they serve them separately. I can see the reason why, as they had such a wonderful crunch! The taste is quite similar to fried fish skin and definitely as addictive as well.
I queued for about 40 minutes and honestly it was quite worth the wait. Fish soup lovers, please try this rendition and you won't regret!
Zion Road Blk 91 An Shun Fish Soup
174C Hougang Ave 1, Singapore 533174",5
"A posh Korean BBQ restaurant in a colonial house, @chingu.rochester offers rather decent lunch sets that you can consider!
I got the Stir-Fried Pork set ($17) which came with a variety of side dishes and soup. The stir fried pork itself is quite tender and definitely very flavourful! I love how the pot that it's served in is still very hot, which burned the bottom of the rice slightly, forming this crispy crust that is similar to that of claypot rice.
The side dishes were decent including the kimchi which isn't too sour.
Considering the location, the lunch set isn't too expensive and the quality is not too bad. An option to consider!",4
"Among the many traditional and retro shops around the area lies this new cafe that serves up pretty decent coffee with aesthetic industrial vibes!
We got the Iced Dark Mocha ($7) which had a good blend of quality chocolate flavours and aromatic coffee. Definitely a smooth blend but it would be better if the coffee is even stronger!
The Iced Hazelnut Coffee ($7) was also good, with the hazelnut syrup not tasting too artificial. The hazelnut syrup gave a good nutty afternote to the coffee without overpowering the latter’s aromatic notes!
One cafe I will consider when I’m here in Chinatown!",4
"I love my tonkatsu, and I’m glad that @onkei.tonkatsu quality tonkatsu sets are able to fulfil my katsu cravings!
The set for 2 available on Burpple Beyond ($39.90) consists of a variety of katsu that will definitely fill you up!
The Pork Loin katsu was very crisp, and the meat within was meaty, quite succulent and slightly tender. Although it was not the most tender I’ve eaten, it is definitely one of the better ones. The Fish Katsu was actually much bigger and better, due to its fresh, sweet flaky meat that was really irresistible!
The Ebi Katsu that comes with the set was very fresh and succulent within as well. The kaarage and fried oyster given were also so tender and flavourful that we wished there was more!
The set also comes with rice, soup and cabbage that is refillable, and I’m glad those were available to cut through all the fat from all the delicious fried meats!
Definitely a back I will be back whenever I have some katsu cravings!",4
"With fantastic quality food and huge selections of craft beers, this is one place you can consider for a good time with friends and loved ones. We tried a variety of dishes, and here are my favourites:
The Fish Tacos with Mango Salsa ($15) came huge, with a large piece of fillet which was fried to perfection, and a huge load of salsa ingredients. The salsa really complemented the fried fillet well, making this dish actually refreshing.
The Har Cheong Gai ($13) is a must get! Extremely crispy batter with strong umami, the meat within was very tender and juicy as well. Pair them with their spicy sambal and you know this is perfect with their beer!
Their Squid Ink Fried Rice ($15) was also very good. With a significant amount of wok hei, the seafood flavours and tender squid really made this addictive. Totally can finish on my own!
Definitely coming back!",5
"Recently I had a chance to try the afternoon tea set ($68 per pax) and I must say, the ambience, food and service is not bad but with some misses.
The set comes with a cocktail, a set of savoury dishes, free flow desserts and a choice of their selection of tea or coffee. Their savouries come with quite premium ingredients, such as truffle, crabmeat and foie gras. One of my favourites has to be the Unagi Kabayaki Bun, as it was stuffed with a thick slab of unagi that was beautifully seasoned and was very tender! The Duck Rilletes Tart was not bad as well, as the foie gras given was huge and rich. However, we all agree that the tart given was too big, and as it was very rich it would fill you up very quickly. The truffle brie sandwich was sadly a disappointment as it tasted really weird.
As for their desserts line, the selection was quite extensive and everything was not bad! My favourites got to be their macarons and their crepe! Soft and slightly crispy on the edges, the crepe was stuffed full of dark chocolate and hence was very rich.
All in all, their afternoon tea can be quite expensive for the quality they offer. Considering that Colony is one of the best buffet restaurants in Singapore, their lunch or dinner buffet is better preferred!",4
"It was my first time having rougamo, and I was so pleasantly surprised!
I had the Chicken Rougamo from @qin_ji_rougamo, and I was a splendid street snack I would totally get again. The crispy layered dough was stuffed full of chicken pieces which were really tender and flavourful. The contrast of textures coming from the crunch of the exterior and the tender saucy chicken pieces really worked very well. I can imagine the cumin pork version tasting even better!
As I ordered it as a set ($14.50), the set comes with cold noodles and a drink. The hot and spicy cold noodles indeed was flavourful and had a very strong kick, perhaps too spicy for me � I wished that the noodles was more springy though!
Definitely coming back for the rougamo. Good thing that it's just right outside Tanjong Pagar MRT!
Qin Ji Rougamo
7 Wallich St, #B2-04, Singapore 078884",4
"For the unagi fans, this one is for you! Recently I had a chance to try the Unadon Double ($14.50) and I was very surprised by the quality of unagi given the price point!
The Unadon Double comes with 2 big slabs of fresh unagi, which were thick, meaty and definitely succulent. It was a perfect pairing with their fluffy rice, which you can drench the sweet savoury unagi sauce on.
With most unagi don places selling such quantity at easily 1.5 to 2 times compared to the prices here, I really can see myself visiting this place often whenever I crave some unagi. Can't wait to go back to have another!",5
"Had a fantastic meal at Clovelly recently and we loved the vibes, the food and the service. From appetisers to pastas to all day brunches to desserts, we tried a huge variety and here are my favourites:
Calamari Rings ($11.90) - this was a very addictive sharing appetiser, due to its irresistible crunch and that the squid ring within is pretty tender. This is one dish you have to pair with their lemon mayo!
Spicy Garlic Prawn Pink Sauce ($21.90) - flavours in this is an intensive one; garlicky, creamy with a hint of spice. The al dente malfade pasta type is perfect for this one, as its uneven sides cling to the thick sauce well. Loved the bouncy meaty prawns as well!
Carbonara ($18.90) - the cream sauce for this one is much thicker than the former, and hence the Gemelli pasta type is perfect for this one. Very chewy, the pasta caught alot of the thick sauce within and I loved the rich meaty flavour with the great texture of the pasta.
Molten Lava Cake ($11.90) - this is a dessert that is hard to go wrong. Soft chocolate cake with an incredibly rich melty centre, this was perfect with the refreshing coconut gelato.
Thank you @clovelly.sg for the scrumptious food and @eatwithkeat for inviting! It was a splendid meal and I can't wait to be back again! I can definitely imagine having a great time with friends or a good date night as well!",5
"Although they are famous for their cold noodles or naengmyeon, I decided to go unconventional and order their tofu stew instead. Boy was I pleasantly surprised!
Their seafood tofu stew (~$16) comes with a variety of seafood ingredients, including prawns and mussels, all in this wonderful comforting broth. I love how their stew is much more garlicky as compared to other establishments, giving the soup much more depth and flavour. The portion was quite big and I was pretty stuffed!
The side dishes were also pretty good, although the selection is not as extensive as other places. Another quality Korean restaurant on my go-to list!",4
"If you are looking for Chinese bbq skewers, I feel like @bbqboxsg is really a good option. With an extensive menu and quality ingredients, it's definitely a good time with your loved ones and friends! We ordered the family set menu ($90) that can feed 3-4 pax and it comes with a variety of bbq skewers, appetizers and sharing dishes. I feel like it's quite enough for 4 and you get to try so many different varieties!
My favourite skewers got to be their tiger prawns and chicken, as they were so fresh, succulent and smoky! I loved how their skewers were placed on hot plates to keep them warm throughout the meal. The set also comes with chilli cucumbers, which were not too spicy and vinegary, and had a very satisfying crunch!
With many outlets across Singapore, this is one place to consider even when you have big groups! Can't wait to be back!",5
"Prices may be quite steep for signature fishball noodles (I got their $8 version) but I really thoroughly enjoyed it.
Their noodles were springy and very well dressed in their blend of sauces. I liked how it had the right amount of tartness from the vinegar and that the chilli isn't too spicy. The lard flavour is strong as well! A small downside is that I noticed some ketchup in the sauce, which made it abit too sweet for my liking.
The soup itself was sweetened by what I believe is pork stock, and there were many ingredients given. From bouncy fish balls to fresh pig liver to a fresh snappy prawn, I enjoyed all of them!
This is definitely a lunch option I would consider if I am working nearby. Will be back!",4
"From crispy cutlets to braised pork rice to noodles, Taiwanese food at @isshinmachi_sg was splendid!
We had the Crispy Chicken Cutlet ($9.80) to share and it was amazing. With a light crispy crust and juicy succulent meat within, this was addictive!
The Specially Marinated Pork Chop Noodles in Beef Soup ($13.60 with Guan Miao Noodles) was also excellent. The noodles had a good bite, the soup was not too savoury but comforting, and the pork chop was really the star of the show. The tender juicy slices of pork were flavourful and did not have much of the foul pork odour. This is much better than many Taiwanese diners I've been to!
The other dishes that we had were good too! Definitely a place I will come back again �",5
"Finally tried SBCD @sbcdsingapore and I must say, although the price point was high, the food quality served was excellent.
The LA Galbi Combo Meal ($42.90) may be expensive, but the amount served can fit about 2 average eaters. The LA Galbi itself was the show stopper, as the meat was so well seasoned and grilled. With a good smokey flavour, the meat was tender and succulent and I loved the sweet and savoury marinade used. Absolutely excellent! The tofu stew that comes with it is of a smaller portion than ordering it by itself, but it was definitely flavourful and very comforting. The seafood was very fresh!
We also got a Korean Seafood Pancake ($27.90) which was thick but crispy on the outside and fluffy within. A good sharing dish but I wished that there were more seafood ingredients used!
The side dishes served were all excellent, especially their kimchi which wasn't too sour and had a satisfying crunch. I was surprised to see a whole fish served as a side dish as well!
Definitely a good Korean food place to visit once in a while!",4
"Had a good tasting at @winemansion_aljuniedatrix recently and their food were pretty awesome! Here are some of my favourites:
BBQ Pork Ribs ($28) - the ribs were well seasoned and tender. I loved how the sauce wasn't too overpowering, and there was an additional hint of smokiness as well!
Crispy White Bait ($11) - highly addictive, this was the crowd pleaser. The whole fish can be eaten and it had such a satisfying crunch! We absolutely loved the mayo that went along with it.
Clams in White Sauce ($14) - if you love your seafood, this is for you. The clams were really fresh and it gave so much sweetness to the sauce it was cooked in! The wine sauce was also garlicky and spicy and went so well with the bread. We found ourselves mopping up every bit of the sauce!
They have daily special and lunch promotions, please check them out on the last few pictures � Gonna come back again soon! Thank you @eatwithkeat for inviting and @winemansion_aljuniedatrix for the food!",4
"If you are looking for some authentic comforting Malaysian style handmade noodles, this is it.
@tastebukittimah serves up a several cuisines and handmade noodles is one of their main specialities here. I absolutely loved their dry version ($6.80) as not only the noodles were al dente, the sauce used was so satisfying. It wasn't too savoury but still flavourful from the good soy sauce used and the chilli wasn't too spicy. The money cai was just lightly blanched so it still has a bite!
Their soup version is good as well, as their soup has a lot of umami flavour from the anchovies used to cook the soup. Once again it isn't too salty and still very comforting.
You also can get their Moo Ping ($5.80 for 2) to pair with your handmade noodles! They were juicy and flavourful, with a slight crispiness.
Thank you @eatwithkeat for inviting and @tastebukittimah for the wonderful spread!",5
"There may be many mixed vegetable rice around in Singapore, but @dilys_creation really does it differently. I got 1 meat and 2 sides ($6.50 with beef) and their beef rendang was really special! With a very thick rich gravy and very tender meat, I found myself going for more. It was really well seasoned!
I would like to give another shout out to their curry, as it was much thicker than your usual mixed vegetable rice stalls and so much more fragrant and aromatic. Definitely gonna try their curry chicken next time!
They also sell some small bites and desserts too. Will be back as this will be one of my office lunch options!",4
"Known for their murtabak, I've had their rendition since young and their quality really stayed roughly the same over the years!
The Mutton Murtabak ($7) was my favourition, with heavily seasoned minced mutton sandwiched between prata dough. The dough is slightly crispy on the outside and chewy within. Paired with their curry, this is one comforting dish I will crave from time to time!
Their Chicken Mee Goreng ($10) also came in huge portions. The noodles were well fried, as they were al dente while being very flavourful! The spice level can be quite high for this one, and it got me ordering drinks together with this � the chicken may be a little dry, but the marination was what got me going for more.
Definitely a place I will come once in a while to get some quality supper fare. Can't wait to be back!",4
"Picolino recently opened a new outlet at Shaw Plaza and we decided to check it out!
The Salmon Mentaiko Pizza ($28 1 for 1 with #burpplebeyond ) was fantastic, with loads of rich mentaiko sauce and fresh salmon chunks. The pizza dough is also a winner to me, due to its crispy exterior and chewy dough within. A very enjoyable pizza!
The Gnocchi in Bacon Cream ($22 1 for 1 with #burpplebeyond ) was sadly quite a miss to us. The Gnocchi itself was perhaps too soft, and though it was rich, it was too creamy and surfeiting to finish. Some fresh rocket leaves might be a good addition to cut the creaminess of the dish!
Nonetheless, the pizzas are very promising. Will definitely try other pasta options in the future as well!
Picolino
360 Balestier Rd, #01-21/22 Twin Heights, Shaw Plaza, Singapore 329783",4
"Had such a wonderful meal at @haohaomalatang ! There were a variety of ingredients to choose from ($2.99 per 100gm) and a couple of delicious soup options to go for!
We had the Hao Hao Malatang soup base with small spice, which was really robust! We loved how it wasn't too spicy nor too numbing, and we could still taste the flavourful base broth. If you don't like spicy food, their pork bone broth is good as well! Not too salty but yet rich and flavourful, I found myself finishing it!
The ingredients were all fresh and I especially loved the lobster ball, as it loved the seafood taste and its bouncy texture! Definitely one place to consider for lunch when I'm around the area �
If you are coming down, show my post and get 10% off on all ingredients! Promotion ends on 30th September 2023. Thank you @haohaomalatang for the food!
Hao Hao Malatang
1 Jln Anak Bukit, B1-43 Bukit Timah Plaza, Singapore 588996",5
"It's been some time since I last visited @kookscreamery and I feel like their gelato flavours got even better �
We had their new Dirty Matcha Gelato made with Oatside oat milk with their chocolate lava cookie (~$13-14) and they were all so good!
The Dirty Matcha gelato had a very strong quality matcha flavour, with a slight hint of coffee. I loved how it wasn't too sweet and it tasted really decadent! Definitely one gelato flavour I will recommend to matcha flavours!
Their lava cookie always did not disappoint with the rich lava chocolate and the warm crispy cookie batter. What a wonderful pairing with the matcha gelato!
Definitely coming back to try more of their gelato flavours �",5
"Fancy some old school western delights? This is one place to get some quality affordable western fare! I had the mixed grill ($7) which had a piece of grilled chicken, a piece of grilled pork chop and a piece of fried fish cutlet and they were pretty good!
The fried fish cutlet stole the show as we loved the crispy light batter and the flaky succulent meat within. The chicken was tender, and had the old school peppery taste, due to the brown sauce it was drenched with. The pork chop was a little too tough, but still decent.
As for the sides, the garlic rice was fantastic as it was fluffy and extremely flavourful from the amount of garlic within the rice. Really addictive!
I can really see myself coming back here frequently if I live nearby. Will be back again!",4
"With outside seats and a beautiful river view, this is one good place to go for good Vietnamese food and vibes. We had a couple of dishes to share and here are my favourites:
Stir Fried Seafood Vermicelli ($9) - with al dente springy noodles that were nicely drenched in some kind of soy seafood sauce, we found this quite addictive. Seafood ingredients were fresh and there was some wok hei flavour as well!
Fried Spring Rolls ($6 for 5) - now this is the crowd's favourite. Crispy rice paper rolls stuffed with meat and vegetables that were well seasoned, this was also addictive and we ended up ordering more!
Stir Fried Bittergourd with Egg ($8.80) - the bittergourd itself may be a little bitter, but they were well seasoned and the bitter flavour was musked abit by the flavour of the egg! A wonderful sharing dish. It had abit of wok hei flavour as well!
I have been here a couple of times and their food quality remained consistent. All of the food we tried was great and of an affordable price and I can't wait to be back again!",5
"With good coffee and desserts, Humble Bakery is one place to come for when you are in the CBD area!
For coffee we had the Iced Mocha ($6) and it was stellar. With strong aromatic coffee and good quality dark chocolate, this mocha wasn't too sweet and it tasted decadent! It was a big cup as well and we thoroughly enjoyed the drink.
For desserts we had the Injeolmi Crumble Cake ($8) and the Brownie ($4). The Brownie wasn't much to shout out about, but the Injeolmi Crumble cake was so good! Soft moist cake was stuffed full of injeolmi cream that was not too sweet and had a good soy bean flavour. It was comes with a tteok within, which had a wonderful chewy texture. Very lovely cake!
Can't wait to be back! I'm already missing the mocha �",5
"Hidden in a golf course, @golf_spot.sg offers a wide variety of quality food options with a beautiful view! Here are some that I liked:
G-chicken Sourdough ($9.50) - stuffed full of ingredients, the croissant was crispy and complemented the grilled chicken really well! The chicken itself was tender, succulent and well seasoned.
G-Spot Cheese Fountain Burger ($24.90) - when given a huge amount of cheese, what's there to not like! The burger patty itself was pretty juicy and beefy, and was very satisfying with the cheese sauce!
Fusion Aglio E Olio Pasta ($12.90) - the al dente pasta were tossed in some kind of hae bi hiam (dried shrimp chilli) sauce and was pretty addictive! It was very savoury and garlicky.
This place is a great place to chill at and to escape from the concrete jungle. Please note that there isn't much of a pathway to walk to the restaurant, so driving here is definitely recommended. Thank you @smolbelly for inviting and @golf_spot.sg for the food and hospitality!",4
"One of my favourite coffee places, their coffee here really doesn't disappoint! Their Iced Latte ($7) was rich, bold and full bodied. With a slight acidity, the coffee had nutty aromatic notes which I loved. Switching to oatmilk actually made the coffee taste even better, as it wasn't so sharp but more like a warm hug around your palette. Very satisfying coffee indeed! The cafe itself is very aesthetic and a perfect environment to hold great conversations. Will be back again!",5
"Salted Egg Pork Ribs is one popular dish in zi char stalls and Three Meals A Day's rendition ($7.20 with egg) is really not bad. Tender pork cutlets were drenched heavily in a thick luscious salted egg sauce that had a good balance of sweet and savouriness. You get hit by a strong creamy salted egg yolk taste, then the aromatics of the curry leaves and spice of the chilli padi. This is best paired with rice and egg! If only they gave more of those delicious pork ribs �",4
"If you like your ramen really flavourful, Bonito Ramen ($20 with special toppings) from Hakata Ikkousha Ramen would be your choice. Made from bonito, pork and chicken stock, the soup itself had a deep umami savoury flavour. I got the normal tasting broth, and it's savouriness is pretty close to what I had in Japan. Very thick and rich broth that got me going for more! The large amount of spring onions was very much appreciated, as it made the soup not so surfeiting.
As for the noodles, I ordered them with very hard texture, and it had just the right amount of chewiness. The char siew maybe thin, but they were well seasoned and actually tasted somewhat closer to ham. Wished that they can go heavier on the seasoning of the marinated egg though!
This is definitely one place I will go to fulfil my ramen cravings!",5
"Now this is a handmade noodle store worth queuing up for. Hidden in Tampines 1 food court, the all famous @l32handmadenoodles serves up really awesome handmade noodles!
Their dry noodles are really popular and I can see why. I had their Fried Dumplings Ban Mian ($7) and the chewy al dente noodles were very nicely dressed in some secret sauce that isn't too salty but yet flavourful. Their noodle texture and mouth feel really is a notch above any other handmade noodle stalls I've had.
Now we move on to their dumplings. Full of meaty ingredients, the dumplings were crispy and were full of flavour! Even their soup is good. Although only slight salty, you can taste the anchovy broth. The egg drop within is satisfying too!
Definitely one of the best handmade noodles I've had. I'm so coming back for more soon!",5
"Saw a pretty long queue for this hor fun stall and decided to try! The Beef Hor Fun ($5) was silky smooth and came with a substantial amount of wok hei. The sauce itself was quite light tasting, but you can taste the egg flavour within. The beef slices were rather tender, but I wished that they could have been more well seasoned, as there wasn't much flavour. Their green chilli were satisfyingly crunchy and had quite a kick!
Not bad, this will be an option when I'm around the area!
Kee Hock
448 Clementi Ave 3, #01-43, Singapore 120448",4
"Had a wonderful chance to eat at @thaisedap recently, and their halal Thai steamboat is pretty fantastic!
Their buffet option ($22) boasts multiple meat options like chicken and beef and they also have a huge variety of other ingredients such as cheese balls and turkey ham.
1 of their marinated meats that we loved was the teriyaki chicken, which was very tender and well seasoned with a sweet and savoury sauce that is really addictive! Another meat ingredient that we loved is the premium NZ beef cut, which was incredibly fatty and had the natural rich sweetness.
Thank you @thaisedap and @scalemicroinfluencers for the opportunity to have this!",4
"I believe everything that you wish for for a hokkien mee is probably on this plate. @enjoyxiahkm 's rendition of our signature hokkien mee is really well done.
The stock used in their Big Xia Hokkien Mee ($15.80) is full of rich seafood flavour from the prawns and full of meat flavour as well from what I believe is from cooking pork bones for a long time. Wok hei within the broth is obvious as well. The noodles themselves were not too soggy and soaked up all that delicious broth well. There were thick slices of roasted pork, and they were tender and the skin was still slightly crispy! The 2 huge prawns were so meaty and had a nice smoky flavour. Topped with large crispy pork lard, there is a lot of flavour going on in this dish.
Now their sambal chilli is really on another level. While it does not pack much heat, there was so much umami flavour packed in their chilli. Definitely stir fried very well and it added another flavour dimension to the dish!
So glad that it's available on #burpplebeyond ! Definitely will be back. Absolutely lovely!",5
"Beauty World is full of Korean eateries and restaurants, and Ssada Gimbab is one that offers pretty good Korean fare!
The Soybean Stew ($13) was really comforting and extremely flavourful. Full of ingredients like onions and sliced pork belly, this was one hearty stew full of umami flavours. The only problem was that we wished for more soup as it was so good!
The Cheese Spicy Stir Fried Pork Rice ($15) came in a rather huge portion, with quite alot of melted cheese on top. This gave quite a good cheese pull, and it was so satisfying! The meat was tender and was quite flavourful while being not overly salty. This was pretty addictive and I can see myself wiping this clean!
Definitely one Korean eatery to consider!",4
"We had a couple of their cream lattes and desserts and we were all so impressed!
One drink I missed the most in South Korea was their cream lattes or eispanner, and somehow most coffee places in Singapore just can't do it the way they did it. However, Alice Boulangarie really nailed every element of it.
My favourite got to be the Alice Cream Coffee ($7). With hand whipped cream with the perfect viscosity, the sweet cream paired with the strong aromatic coffee so well. The rich milk flavour was so satisfying. This is exactly how I had it in South Korea!
The Black Sesame Cream Latte ($7.50) had an extra fragrant nuttiness to the coffee and it complemented so well. The Matcha Cream Latte ($7.50) was also good; the matcha was fragrant and strong. The sweet cream is really the highlight and goes well on all the drinks!
Now their desserts. They were really a work of art! We had the Scarlet Rose ($13) and Squirrel ($14) which were very contrasting desserts that complemented each other very well.
The Scarlet Rose was very light and refreshing, with lychee and raspberry notes coming through very smoothly. With a jelly texture in the middle, this paired well with the crunchy sea salted chocolate base below!
The Squirrel is definitely a must get for chocolate lovers. Extremely rich, you get layers and layers of very good quality chocolate with several contrasting textures. This will definitely fulfil all the chocolate cravings you have for the day. Absolutely lovely!
Thank you @smolbelly for inviting us and @aliceboulangeriesg for hosting us! It's truly a feast not only for the eyes, but for our hungry bellies and hearts too! Definitely will be back �",5
"I have heard a lot about this place about their coffee and desserts, but did you know that their food menu is fantastic as well? We had many and everything was so delectable! Here are some noteworthy mentions:
Charred Octopus with Butternut ($32): the octopus leg was very well seasoned with curry spices and was very well charred as not only did it have the smoky flavour, it was cooked just right as it was still tender. The octopus pairs well with the butternut puree, giving a slight sweetness to the savoury notes. A good sharing dish!
Tiger Prawn Capellini ($28): prawn lovers will love this. The al dente pasta noodles were well coated in a prawn stock reduction that had so much umami! With loads of garlic, this pasta dish was so addictive. The huge prawns were fresh too! Do note that this dish comes spicy by default!
Charred Broccoli with Tobiko ($15): this is one rich sharing dish that you have to try. With a smoky flavour, the charred broccoli was soft and well drenched in a very flavourful sauce. Flavours exploded and you get your sweet, savoury and sourness altogether. It is really a party in the mouth and I think even vegetable haters will love this!
Thank you @smolbelly for the invite and @aliceboulangeriesg hosting us! Desserts and drinks will be in a separate review! Stay tuned!",5
"When we talk about hawker food at serangoon gardens, stalls from the chomp chomp food centre will normally come into the picture. However, there is a gem in the lesser known Serangoon Garden Food Centre that you should know about!
This Mee Goreng ($5.50) here is really worth mentioning. With 3 rather large juicy prawns and several squid slices, the Mee Goreng was fried so well, as the noodles were al dente, not starchy and definitely did not have the alkaline taste. It was not overly oily, but yet still flavourful. The acidity from the lime helps to cut the oiliness further and before I know it, I cleaned up the plate!
A very well balanced Mee Goreng. This may be the best rendition I've had so far.",5
"Finally been to the famous Apollo Coffee Bar in Serangoon Gardens and I absolutely loved their coffee!
The Iced White ($6.90) was strong, not too milky and has that smooth nutty finish that is pretty unique as compared to other lattes that I've had. We had another cup that has oat milk instead and it enhanced the aromatic notes of the coffee before finishing up with the distinct malt-like flavour of the oat milk. Very very enjoyable.
As the cafe is quite popular, do expect abit of a wait! I waited for about 15 minutes on a Saturday afternoon. Will be back if I'm around the area!",5
"@whiskdom recently opened an outlet in one north and their bagels and coffee are pretty decent!
I had their Cheese Cajun Chicken Bagel ($10.50) which came with a thick chicken thigh that is seasoned lightly with Cajun spices. The chicken thigh was definitely juicy, but I wished that it could be more heavily seasoned. Pretty decent, but could have been better!
Their Iced Latte ($6) was strong and aromatic and not too milky. Quite an enjoyable cup of latte!",4
"[INVITED TASTING] Had a wonderful feast at 49 seats recently, and I'm definitely coming back!
With a large seating area, 49 seats serve up western food with some Asian twists. Here are some of my favourites:
Fish and Chips with Tom Yum Sauce ($19.90): love the light crispy batter, with the meaty flaky fish within � the tom yum sauce was not too spicy, and had the right amount of sweet and savoury flavours. Such a huge portion to enjoy as well!
Smoked Duck Aglio Olio ($17.90): not only the pasta was in a huge portion, they were generous with the smoked duck slices as well. Just a little spicy but very garlicky, the aglio olio was so addictive! So glad the pasta noodles were al dente and had a good mouth feel.
Salted Egg Popcorn Chicken ($11.90): when popcorn chicken is already an addictive dish, the savoury salted egg sauce added another dimension to the dish � I just kept on eating and couldn't stop all the way till the end of the meal!
With quality food, generous portions and reasonable prices, this is one option to go for when you're in town! Thank you @eatwithkeat for the invite and @49seats for hosting us!",5
"Saw this gelato place @freshiogelato with very high reviews and had to check it out!
You get to try out your ice cream flavours before ordering, and the owners do not hesitate to give you a pretty sizable portion to taste. I tried quite a few of their flavours and the hardest part is to choose among them!
I settled with Strawberry Cheesecake ($4.70) with their chocolate lava cake ($4.90) and had a separate passionfruit gelato ($4.70) in a cup. The strawberry cheesecake had such a good milk richness, with a slight cheese flavour that does not get cloying. The chocolate lava cake was gooey and extremely rich and chocolatey. Pairing these 2 together, you get a wonderful combination!
The passionfruit flavour had a strong tartness and was refreshing. The passionfruit taste was aromatic and wasn't artificial!
Absolutely loved the many gelato flavours in the shop. This may be one of the best gelato shops I know!",5
